year,province,cause,weather,deaths,seriousInjuries,minorInjuries,totalInjuries,latitude,longitude
2025,"สมุทรสงคราม","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,13.4060688,100.0160091
2025,"อุบลราชธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,3,3,15.33141917,104.9086399
2025,"อุดรธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,17.31034847,102.6379729
2025,"ลำปาง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,18.26998708,99.47512597
2025,"สมุทรปราการ","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,2,2,13.66336759,100.8539182
2025,"เพชรบุรี","อุปกรณ์ยานพาหนะบกพร่อง","แจ่มใส",0,0,0,0,13.18294649,99.83525947
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,13.11062924,100.9346621
2025,"ฉะเชิงเทรา","ความประมาท/เร่งรีบ (วิ่งตัดหน้า)","แจ่มใส",0,0,2,2,13.54482144,101.0041152
2025,"กระบี่","หลับใน","แจ่มใส",0,0,0,0,8.272494439,98.80296666
2025,"ยะลา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,2,2,6.47208074,101.3976087
2025,"พิษณุโลก","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,1,1,16.77833815,100.2167573
2025,"กรุงเทพมหานคร","หลับใน","แจ่มใส",0,0,0,0,13.81287807,100.7769907
2025,"ปทุมธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,14.0162066,100.7013168
2025,"สมุทรปราการ","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,13.68058811,100.8348101
2025,"นครสวรรค์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,2,2,15.26652294,100.4961231
2025,"พัทลุง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,1,0,1,7.558957479,100.0470962
2025,"นครศรีธรรมราช","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,8.951268707,99.89591803
2025,"อุดรธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,17.26830175,102.5956227
2025,"ชัยนาท","สูญเสียการควบคุม","แจ่มใส",0,0,1,1,15.00720237,100.1281132
2025,"สงขลา","หลับใน","แจ่มใส",0,0,2,2,6.914033455,100.9004451
2025,"ฉะเชิงเทรา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,13.56600601,100.9865253
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,14.90986795,101.6919435
2025,"ตาก","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,17.10396177,99.07509059
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,1,0,1,13.33178011,100.9802274
2025,"เพชรบูรณ์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,16.5470945,101.1556867
2025,"กาญจนบุรี","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,2,2,14.01211985,99.77713332
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,13.72936688,100.740847
2025,"พะเยา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,19.15527671,99.94987831
2025,"น่าน","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,19.02300361,100.7941375
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,13.12057535,100.9850018
2025,"ระยอง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,1,2,3,13.02221466,101.2315826
2025,"ระยอง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,12.6727856,101.3048297
2025,"สระแก้ว","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,13.88445113,102.4844773
2025,"แพร่","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,1,0,1,18.25645053,100.3034256
2025,"ลพบุรี","ขับรถเร็วเกินอัตรากำหนด","มืดครึ้ม",1,0,0,0,15.1099,101.221003
2025,"สุราษฎร์ธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,9.143939555,99.66031909
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,2,2,12.94417004,100.9096907
2025,"กาญจนบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,2,0,2,14.14890302,99.14387942
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,13.36840113,101.0407649
2025,"อุทัยธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,2,2,15.09769248,99.61724818
2025,"สมุทรปราการ","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,13.63012836,100.9060925
2025,"เชียงใหม่","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,18.75853622,99.04717013
2025,"ชุมพร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,10.4981427,99.1627676
2025,"มุกดาหาร","รถเสียไม่แสดงเครื่องหมายหรือสัญญาณไฟที่กำหนด","ฝนตก",1,0,0,0,16.51337609,104.2875506
2025,"เพชรบูรณ์","หลับใน","แจ่มใส",2,0,3,3,16.32891834,101.0798527
2025,"เลย","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,17.54359441,101.7251091
2025,"พัทลุง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,7.507720755,100.0632076
2025,"พะเยา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,1,0,1,19.11215508,99.9060943
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,13.73029055,100.758284
2025,"พิษณุโลก","มีกองวัสดุ/สิ่งกีดขวาง","แจ่มใส",0,1,0,1,16.56995704,100.282833
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,1,1,15.0015554,102.0569385
2025,"พิจิตร","หลับใน","แจ่มใส",0,0,0,0,16.34991145,100.5585413
2025,"แพร่","ขับรถย้อนศร","แจ่มใส",0,0,0,0,18.19870363,100.1930889
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,1,1,14.8759086,101.8456187
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,14.98486792,102.0528403
2025,"อุบลราชธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",2,0,2,2,15.04591361,104.7835442
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,3,3,14.94700169,102.0135299
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,14.9095996,101.69108
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,14.45112708,101.8981613
2025,"กาฬสินธุ์","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,16.64086011,103.5210532
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,13.74191497,100.7028227
2025,"อุทัยธานี","สูญเสียการควบคุม","แจ่มใส",1,0,0,0,15.56162704,99.86459211
2025,"ประจวบคีรีขันธ์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,12.48448382,99.89145175
2025,"มหาสารคาม","ถนนลื่น","ฝนตก",0,0,1,1,16.26816981,103.2852803
2025,"กรุงเทพมหานคร","มีกองวัสดุ/สิ่งกีดขวาง","แจ่มใส",0,0,1,1,13.71994447,100.4057597
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,1,1,14.66872552,101.4445724
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,2,2,14.9984733,101.9451815
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,13.34978402,101.0309105
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,13.1771884,101.2673601
2025,"กรุงเทพมหานคร","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,1,1,13.78249367,100.4118593
2025,"เลย","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",2,0,0,0,17.54582891,101.8413144
2025,"สุพรรณบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,14.63867613,99.93360668
2025,"เชียงราย","ฝ่าฝืนสัญญาณไฟ/เครื่องหมายจราจร","แจ่มใส",0,0,0,0,19.84074285,99.99505609
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,13.4086563,101.0472921
2025,"เพชรบุรี","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,1,1,12.65641005,99.95201393
2025,"กาฬสินธุ์","ยางเสื่อมสภาพ/ยางแตก","แจ่มใส",0,0,0,0,16.92467372,103.5930303
2025,"นครสวรรค์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,15.93617386,100.6156522
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,14.62798284,102.0078567
2025,"สระบุรี","ถนนลื่น","ฝนตก",0,0,1,1,14.71602493,100.7880257
2025,"สุพรรณบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,14.64245852,100.148115
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,13.26350627,101.1968331
2025,"อยุธยา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,2,2,14.65685823,100.5949013
2025,"ปราจีนบุรี","ยางเสื่อมสภาพ/ยางแตก","ฝนตก",0,0,3,3,14.09792756,101.4519672
2025,"ตรัง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,7.551761283,99.54786876
2025,"จันทบุรี","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,12.8559054,102.2688733
2025,"ปทุมธานี","ไม่คุ้นเคยเส้นทาง/ขับรถไม่ชำนาญ","แจ่มใส",0,0,0,0,14.03693375,100.7780248
2025,"พิจิตร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",2,0,0,0,16.01317436,100.3727286
2025,"ตาก","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,1,0,1,16.70547127,98.54601145
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,13.78321786,100.6851844
2025,"ระยอง","ถนนลื่น","ฝนตก",0,0,1,1,12.8650711,101.313638
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,13.39056155,101.0465196
2025,"ปทุมธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,14.00661181,100.7054405
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,3,3,13.87549296,100.6818094
2025,"น่าน","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,19.24094171,101.1815688
2025,"สุโขทัย","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,17.27796529,99.84538157
2025,"ลพบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,15.24909397,101.3095732
2025,"ตราด","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,12.38695467,102.4536565
2025,"สุพรรณบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,14.38155335,100.1772371
2025,"น่าน","ขับรถย้อนศร","แจ่มใส",0,2,0,2,19.12061732,100.8113164
2025,"สุพรรณบุรี","หลับใน","แจ่มใส",0,0,4,4,14.49986367,100.1320674
2025,"ตราด","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,12.30119677,102.4755739
2025,"สุราษฎร์ธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,8.726802185,99.15882781
2025,"ระยอง","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,12.64959256,101.3427012
2025,"อุตรดิตถ์","แซงรถอย่างผิดกฎหมาย","แจ่มใส",0,0,2,2,17.77489818,100.7132766
2025,"ชัยนาท","ความประมาท/เร่งรีบ (วิ่งตัดหน้า)","แจ่มใส",1,0,0,0,15.27524392,100.1977747
2025,"ประจวบคีรีขันธ์","ยางเสื่อมสภาพ/ยางแตก","แจ่มใส",0,0,0,0,11.55402304,99.63462889
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,14.74626394,102.0341657
2025,"จันทบุรี","มีกองวัสดุ/สิ่งกีดขวาง","ภัยธรรมชาติ เช่น พายุ น้ำท่วม",0,1,0,1,12.6173046,102.2455113
2025,"พัทลุง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,3,3,7.857943057,99.93654103
2025,"สมุทรสาคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,13.63150077,100.3636815
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,14.99803088,101.9398351
2025,"เชียงใหม่","หลับใน","แจ่มใส",0,0,1,1,18.72560406,99.01536047
2025,"กาญจนบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,14.38218487,98.93847104
2025,"สมุทรปราการ","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,13.65766102,100.863259
2025,"สระแก้ว","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,13.436636,102.201136
2025,"เพชรบุรี","มีกองวัสดุ/สิ่งกีดขวาง","แจ่มใส",0,0,0,0,13.27734835,99.81976523
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,13.41867371,101.0467677
2025,"สตูล","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,6.640824708,100.0729823
2025,"นครปฐม","ถนนลื่น","ฝนตก",0,0,0,0,13.96673474,100.094507
2025,"นครราชสีมา","หลับใน","แจ่มใส",0,0,0,0,14.90757837,101.6846067
2025,"ลพบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,14.79029899,100.6249279
2025,"สุรินทร์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,2,2,14.76369376,103.4312609
2025,"ตาก","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,1,0,1,16.72357163,98.59817505
2025,"สระแก้ว","ระบบห้ามล้อขัดข้อง/ระบบเบรกชำรุด","แจ่มใส",0,0,1,1,14.14422241,102.6653776
2025,"มหาสารคาม","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,16.26916498,103.2862499
2025,"นราธิวาส","อุปกรณ์ยานพาหนะบกพร่อง","แจ่มใส",0,0,0,0,6.440842383,101.6512507
2025,"มหาสารคาม","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,2,0,2,16.25425887,103.2767321
2025,"สมุทรสาคร","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,13.61671324,100.3479195
2025,"ตราด","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,12.31671603,102.4649884
2025,"แพร่","หลับใน","แจ่มใส",0,1,0,1,18.03540233,99.70211864
2025,"ชุมพร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,10.52849504,99.11540553
2025,"นครราชสีมา","หลับใน","แจ่มใส",0,0,0,0,14.9984733,101.9451815
2025,"บุรีรัมย์","ระบบห้ามล้อขัดข้อง/ระบบเบรกชำรุด","แจ่มใส",0,0,4,4,14.94758586,103.0911323
2025,"นครปฐม","ถนนลื่น","ฝนตก",0,0,0,0,13.96484632,100.0848779
2025,"นครสวรรค์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,15.59969449,100.7002746
2025,"กำแพงเพชร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,16.6643666,99.58362266
2025,"นครศรีธรรมราช","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,7.866431637,99.73625606
2025,"เชียงใหม่","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,18.749917,99.025476
2025,"สระแก้ว","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,13.86846266,102.4321677
2025,"นครสวรรค์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,15.69205501,100.1230364
2025,"สุราษฎร์ธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,2,2,9.043369509,99.36578572
2025,"กาญจนบุรี","ถนนลื่น","ฝนตก",0,0,0,0,14.23936653,99.05624513
2025,"ตราด","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,12.25038861,102.6042054
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,13.86915307,100.6784602
2025,"สุพรรณบุรี","ระบบห้ามล้อขัดข้อง/ระบบเบรกชำรุด","แจ่มใส",0,0,2,2,14.43650368,99.9994348
2025,"เพชรบูรณ์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,16.23589441,101.0169066
2025,"นครปฐม","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,14.03791279,100.0981602
2025,"อุดรธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,17.54607896,103.2354006
2025,"กรุงเทพมหานคร","ยางเสื่อมสภาพ/ยางแตก","แจ่มใส",0,0,0,0,13.78637246,100.3761283
2025,"สมุทรสาคร","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,13.59420279,100.3308024
2025,"ชัยภูมิ","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,16.31577367,102.3709354
2025,"ตาก","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,16.73225385,98.60243306
2025,"ตรัง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,1,0,1,7.56012998,99.35631216
2025,"ปัตตานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,6.821065371,101.2798744
2025,"พัทลุง","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,1,1,7.766863286,99.97169678
2025,"ยะลา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,6.515494057,101.1571423
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,14.65543642,102.0124167
2025,"ชุมพร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,2,0,2,9.907496235,99.06191255
2025,"กำแพงเพชร","หลับใน","แจ่มใส",0,0,2,2,16.49058172,99.48311652
2025,"อุดรธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,17.4554233,102.9412524
2025,"จันทบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,12.54119541,102.1220838
2025,"กาญจนบุรี","ถนนลื่น","ฝนตก",0,0,0,0,14.24007777,99.05409105
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,13.25012394,100.9931342
2025,"เชียงราย","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,19.84526356,99.86722124
2025,"นครราชสีมา","หลับใน","แจ่มใส",0,1,6,7,15.33879736,101.9348621
2025,"นครสวรรค์","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,2,2,15.31797434,100.4768573
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,13.86557514,100.6773698
2025,"พัทลุง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,7.281127534,100.1593881
2025,"เชียงใหม่","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,19.89521896,99.19987077
2025,"สุโขทัย","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,17.34109,99.90777701
2025,"ระนอง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,9.497375012,98.52150545
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,13.1102805,100.9430346
2025,"มหาสารคาม","ความประมาท/เร่งรีบ (วิ่งตัดหน้า)","แจ่มใส",1,0,0,0,16.41126426,103.0944251
2025,"นครราชสีมา","ยางเสื่อมสภาพ/ยางแตก","แจ่มใส",0,0,0,0,14.93096684,101.7494466
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,13.66616575,100.4455601
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,3,3,13.67064749,100.6185788
2025,"กาญจนบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,14.06788638,99.48882937
2025,"นครราชสีมา","หลับใน","แจ่มใส",0,0,0,0,14.83344542,101.7826425
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,14.63345075,101.2391746
2025,"ภูเก็ต","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,7.913311262,98.36793306
2025,"สงขลา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,6.870280656,100.470284
2025,"น่าน","เมาสุรา","แจ่มใส",0,0,2,2,19.17871038,100.9162481
2025,"ปทุมธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,13.994303,100.685736
2025,"เชียงราย","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,19.88458829,100.0733846
2025,"ลพบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,15.01746326,101.1198104
2025,"ตาก","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,16.86046363,99.12129455
2025,"ปัตตานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,6.803518398,101.2183338
2025,"กาญจนบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,14.10750353,99.21636821
2025,"สุพรรณบุรี","อุปกรณ์ยานพาหนะบกพร่อง","แจ่มใส",1,1,0,1,14.46452762,99.93028485
2025,"ลพบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,15.08677388,100.7133482
2025,"จันทบุรี","หลับใน","แจ่มใส",0,0,0,0,12.79199387,102.2546402
2025,"ตรัง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,7.442653227,99.73565884
2025,"ยะลา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,2,2,6.55948625,101.2610185
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,13.73590986,100.4059712
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,15.07618842,102.0507212
2025,"ยะลา","ฝ่าฝืนสัญญาณไฟ/เครื่องหมายจราจร","แจ่มใส",0,10,3,13,6.541078503,101.2447362
2025,"นครศรีธรรมราช","ถนนลื่น","ฝนตก",0,0,0,0,8.208631191,99.57385674
2025,"พัทลุง","ยางเสื่อมสภาพ/ยางแตก","แจ่มใส",0,0,0,0,7.808657083,99.95135489
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,14.54356309,101.9705138
2025,"สงขลา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,6.610553523,100.419352
2025,"ประจวบคีรีขันธ์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,12.39350168,99.91765022
2025,"แพร่","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,18.55791968,100.1036985
2025,"อุทัยธานี","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,0,0,15.2991609,99.6904527
2025,"ระยอง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,12.66933952,101.5163053
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,13.66188718,100.4384738
2025,"กรุงเทพมหานคร","ไม่ยอมให้รถที่มีสิทธิ์ไปก่อน","แจ่มใส",0,0,1,1,13.78268253,100.4148567
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,13.2314403,101.0003132
2025,"อุดรธานี","แซงรถอย่างผิดกฎหมาย","แจ่มใส",1,2,2,4,17.7110497,102.9118282
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,14.97014492,101.8604895
2025,"จันทบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,1,1,12.64845321,102.0220441
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,13.21780786,101.0052685
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,13.72937078,100.7417589
2025,"ตาก","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,17.07513847,98.43425319
2025,"เพชรบูรณ์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,2,2,16.11963483,100.7306062
2025,"เชียงใหม่","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,18.92147729,98.99461623
2025,"ขอนแก่น","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,16.39986855,102.78868
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,13.65827917,100.4324977
2025,"เพชรบูรณ์","เมาสุรา","แจ่มใส",0,0,0,0,17.01188467,101.3905719
2025,"เพชรบูรณ์","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,0,0,16.59937272,101.1578473
2025,"กาญจนบุรี","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,14.75057076,98.62329528
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,13.81491691,100.6770547
2025,"อุทัยธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,15.21419885,99.46801811
2025,"กรุงเทพมหานคร","ฝ่าฝืนสัญญาณไฟ/เครื่องหมายจราจร","แจ่มใส",0,0,2,2,13.78391729,100.3991269
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,13.25016571,100.9933488
2025,"สุพรรณบุรี","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,1,1,14.49677868,100.0155401
